riding_code,riding_name,province,region,LPC_pct,CPC_pct,NDP_pct,BQ_pct,GPC_pct,PPC_pct,winner,total_votes
46005,Portage--Lisgar,Manitoba,MB_SK,22.83,69.38,4.38,0.0,1.29,2.13,CPC,45965
46006,Provencher,Manitoba,MB_SK,25.86,66.34,4.63,0.0,1.36,1.82,CPC,51803
46007,Riding Mountain/Mont-Riding,Manitoba,MB_SK,22.16,67.85,7.34,0.0,1.31,1.35,CPC,41873
46008,St. Boniface--St. Vital/Saint-Boniface--Saint-Vital,Manitoba,MB_SK,59.79,32.33,6.92,0.0,0.0,0.96,LPC,54520
46009,Selkirk--Interlake--Eastman,Manitoba,MB_SK,30.42,60.18,6.49,0.0,1.3,0.87,CPC,54479
46010,Winnipeg Centre/Winnipeg-Centre,Manitoba,MB_SK,35.4,22.33,39.44,0.0,1.13,1.07,NDP,34289
46011,Winnipeg North/Winnipeg-Nord,Manitoba,MB_SK,57.92,34.35,6.03,0.0,0.57,0.8,LPC,34173
46012,Winnipeg South/Winnipeg-Sud,Manitoba,MB_SK,59.02,35.09,4.56,0.0,0.5,0.83,LPC,46319
46013,Winnipeg South Centre/Winnipeg-Centre-Sud,Manitoba,MB_SK,63.62,27.73,6.51,0.0,0.85,0.51,LPC,53178
46014,Winnipeg West/Winnipeg-Ouest,Manitoba,MB_SK,54.46,40.76,3.99,0.0,0.79,0.0,LPC,55591
47001,Battlefords--Lloydminster--Meadow Lake,Saskatchewan,MB_SK,18.72,75.78,4.81,0.0,0.0,0.0,CPC,37787
47002,Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek,Saskatchewan,MB_SK,17.02,77.42,5.56,0.0,0.0,0.0,CPC,47051
47003,Desnethé--Missinippi--Churchill River/Desnethé--Missinippi--Rivière Churchill,Saskatchewan,MB_SK,65.09,25.49,9.42,0.0,0.0,0.0,LPC,9027
47004,Moose Jaw--Lake Centre--Lanigan,Saskatchewan,MB_SK,16.7,71.91,7.54,0.0,0.9,2.96,CPC,45879
47005,Prince Albert,Saskatchewan,MB_SK,19.18,71.47,9.35,0.0,0.0,0.0,CPC,38844
47006,Regina--Lewvan,Saskatchewan,MB_SK,42.97,50.01,5.85,0.0,0.62,0.55,CPC,43969
47007,Regina--Qu'Appelle,Saskatchewan,MB_SK,26.96,63.97,8.02,0.0,0.0,1.04,CPC,42244
47008,Regina--Wascana,Saskatchewan,MB_SK,43.68,50.08,4.85,0.0,0.66,0.74,CPC,44077
47009,Saskatoon South/Saskatoon-Sud,Saskatchewan,MB_SK,40.41,49.27,9.07,0.0,0.62,0.62,CPC,49756
47010,Saskatoon--University,Saskatchewan,MB_SK,41.37,48.87,8.51,0.0,0.55,0.69,CPC,47425
47011,Saskatoon West/Saskatoon-Ouest,Saskatchewan,MB_SK,27.25,52.65,19.1,0.0,1.0,0.0,CPC,37631
47012,Souris--Moose Mountain,Saskatchewan,MB_SK,9.78,83.98,4.56,0.0,0.57,0.0,CPC,41428
47013,Swift Current--Grasslands--Kindersley,Saskatchewan,MB_SK,11.22,81.98,5.71,0.0,0.0,0.0,CPC,39388
47014,Yorkton--Melville,Saskatchewan,MB_SK,14.42,77.55,5.5,0.0,1.93,0.0,CPC,37013
48001,Airdrie--Cochrane,Alberta,AB,23.69,71.22,3.67,0.0,0.0,0.0,CPC,70560
48002,Battle River--Crowfoot,Alberta,AB,11.67,82.84,3.18,0.0,0.73,1.58,CPC,64807
48003,Bow River,Alberta,AB,16.91,78.87,2.99,0.0,0.0,0.0,CPC,56554
48004,Calgary Centre/Calgary-Centre,Alberta,AB,45.79,50.21,2.65,0.0,0.58,0.58,CPC,62946
48005,Calgary Confederation,Alberta,AB,48.1,46.25,4.13,0.0,0.58,0.44,LPC,68839
48006,Calgary Crowfoot,Alberta,AB,37.37,58.84,2.56,0.0,0.51,0.53,CPC,67935
48007,Calgary East/Calgary-Est,Alberta,AB,31.79,60.53,3.9,0.0,1.24,1.69,CPC,53674
48008,Calgary Heritage,Alberta,AB,34.56,61.45,2.47,0.0,0.72,0.0,CPC,68493
48009,Calgary McKnight,Alberta,AB,46.01,49.11,2.83,0.0,0.64,0.76,CPC,42478
48010,Calgary Midnapore,Alberta,AB,29.93,65.54,3.09,0.0,0.67,0.76,CPC,73432
48011,Calgary Nose Hill,Alberta,AB,36.17,59.42,3.21,0.0,0.7,0.0,CPC,61592
48012,Calgary Shepard,Alberta,AB,28.23,67.99,2.73,0.0,0.46,0.59,CPC,65249
48013,Calgary Signal Hill,Alberta,AB,36.37,60.15,2.39,0.0,0.0,0.71,CPC,69225
48014,Calgary Skyview,Alberta,AB,37.57,55.45,2.69,0.0,0.0,0.0,CPC,50152
48015,Edmonton Centre/Edmonton-Centre,Alberta,AB,44.35,37.9,15.51,0.0,0.0,0.86,LPC,54428
48016,Edmonton Gateway,Alberta,AB,37.27,50.59,4.92,0.0,0.0,0.91,CPC,52152
48017,Edmonton Griesbach,Alberta,AB,18.32,45.45,34.14,0.0,0.62,0.65,CPC,48966
48018,Edmonton Manning,Alberta,AB,35.34,53.09,9.91,0.0,0.0,1.65,CPC,49807
48019,Edmonton Northwest/Edmonton-Nord-Ouest,Alberta,AB,38.27,53.44,6.58,0.0,0.61,1.09,CPC,54626
48020,Edmonton Riverbend,Alberta,AB,44.83,50.24,4.24,0.0,0.0,0.68,CPC,60391
48021,Edmonton Southeast/Edmonton-Sud-Est,Alberta,AB,38.77,52.88,5.32,0.0,0.0,1.85,CPC,47664
48022,Edmonton Strathcona,Alberta,AB,17.94,33.12,46.96,0.0,0.61,0.65,NDP,59687
48023,Edmonton West/Edmonton-Ouest,Alberta,AB,40.66,52.87,5.36,0.0,0.0,0.9,CPC,59015
48024,Foothills,Alberta,AB,19.07,76.33,2.67,0.0,0.82,1.11,CPC,71888
48025,Fort McMurray--Cold Lake,Alberta,AB,14.54,80.15,2.7,0.0,0.59,1.81,CPC,49466
48026,Grande Prairie,Alberta,AB,11.84,81.67,4.19,0.0,0.0,1.41,CPC,58652
48027,Lakeland,Alberta,AB,12.17,80.97,3.8,0.0,0.73,1.74,CPC,56593
48028,Leduc--Wetaskiwin,Alberta,AB,17.36,74.73,6.12,0.0,0.0,1.07,CPC,64161
48029,Lethbridge,Alberta,AB,32.72,61.05,3.63,0.0,0.68,0.71,CPC,66937
48030,Medicine Hat--Cardston--Warner,Alberta,AB,17.66,76.74,4.78,0.0,0.81,0.0,CPC,54100
48031,Parkland,Alberta,AB,17.85,75.19,4.15,0.0,0.63,1.5,CPC,71107
48032,Peace River--Westlock,Alberta,AB,11.76,77.07,5.46,0.0,0.0,0.0,CPC,53369
48033,Ponoka--Didsbury,Alberta,AB,0.0,81.81,10.81,0.0,0.0,1.88,CPC,68579
48034,Red Deer,Alberta,AB,21.94,71.55,3.84,0.0,1.0,1.31,CPC,61828
48035,Sherwood Park--Fort Saskatchewan,Alberta,AB,27.17,66.32,5.07,0.0,0.55,0.61,CPC,81627
48036,St. Albert--Sturgeon River,Alberta,AB,29.86,63.95,4.79,0.0,0.0,1.07,CPC,76961
48037,Yellowhead,Alberta,AB,25.21,69.08,3.97,0.0,0.0,1.37,CPC,69290
59001,Abbotsford--South Langley/Abbotsford--Langley-Sud,British Columbia,BC,33.89,43.09,3.76,0.0,1.03,0.82,CPC,55972
59002,Burnaby Central,British Columbia,BC,42.23,38.62,18.16,0.0,0.0,0.98,LPC,51493
59003,Burnaby North--Seymour/Burnaby-Nord--Seymour,British Columbia,BC,59.05,33.94,6.43,0.0,0.0,0.57,LPC,64058
59004,Cariboo--Prince George,British Columbia,BC,30.4,60.32,6.16,0.0,1.82,0.69,CPC,63291
59005,Chilliwack--Hope,British Columbia,BC,35.37,54.79,7.27,0.0,1.65,0.73,CPC,65754
59006,Cloverdale--Langley City,British Columbia,BC,46.35,47.8,4.39,0.0,0.92,0.54,CPC,53566
59007,Columbia--Kootenay--Southern Rockies,British Columbia,BC,28.21,50.43,17.99,0.0,1.49,0.68,CPC,71542
59008,Coquitlam--Port Coquitlam,British Columbia,BC,47.37,42.99,7.39,0.0,0.88,0.0,LPC,57522
59009,Courtenay--Alberni,British Columbia,BC,22.66,35.14,39.64,0.0,1.69,0.54,NDP,79766
59010,Cowichan--Malahat--Langford,British Columbia,BC,28.2,37.24,32.59,0.0,1.97,0.0,CPC,76174
59011,Delta,British Columbia,BC,51.83,43.15,4.4,0.0,0.0,0.62,LPC,63293
59012,Esquimalt--Saanich--Sooke,British Columbia,BC,49.34,28.75,18.64,0.0,2.67,0.0,LPC,73335
59013,Fleetwood--Port Kells,British Columbia,BC,47.91,44.17,5.94,0.0,0.95,1.03,LPC,48533
59014,Kamloops--Shuswap--Central Rockies,British Columbia,BC,38.98,52.25,5.48,0.0,2.41,0.88,CPC,68056
59015,Kamloops--Thompson--Nicola,British Columbia,BC,40.19,51.54,5.93,0.0,1.51,0.83,CPC,62102
59016,Kelowna,British Columbia,BC,48.78,46.94,3.3,0.0,0.98,0.0,LPC,58841
59017,Langley Township--Fraser Heights,British Columbia,BC,42.89,51.37,3.99,0.0,0.75,0.46,CPC,65360
59018,Mission--Matsqui--Abbotsford,British Columbia,BC,36.64,56.7,4.61,0.0,1.21,0.84,CPC,59599
59019,Nanaimo--Ladysmith,British Columbia,BC,27.76,35.46,18.26,0.0,18.13,0.39,CPC,74397
59020,New Westminster--Burnaby--Maillardville,British Columbia,BC,35.09,31.43,31.55,0.0,1.24,0.0,LPC,55703
59021,North Island--Powell River,British Columbia,BC,26.22,38.75,32.57,0.0,1.86,0.42,CPC,80929
59022,North Vancouver--Capilano,British Columbia,BC,59.82,33.68,4.24,0.0,1.7,0.4,LPC,63364
59023,Okanagan Lake West--South Kelowna/Okanagan Lake-Ouest--Kelowna-Sud,British Columbia,BC,44.19,50.92,3.36,0.0,0.92,0.47,CPC,65234
59024,Pitt Meadows--Maple Ridge,British Columbia,BC,45.64,47.41,6.15,0.0,0.0,0.55,CPC,67333
59025,Port Moody--Coquitlam,British Columbia,BC,43.53,40.4,15.05,0.0,0.83,0.0,LPC,62196
59026,Prince George--Peace River--Northern Rockies,British Columbia,BC,19.57,71.12,6.0,0.0,2.13,1.17,CPC,58992
59027,Richmond Centre--Marpole/Richmond-Centre--Marpole,British Columbia,BC,44.71,49.56,4.44,0.0,0.88,0.41,CPC,47486
59028,Richmond East--Steveston/Richmond-Est--Steveston,British Columbia,BC,48.45,46.38,4.24,0.0,0.93,0.0,LPC,53055
59029,Saanich--Gulf Islands,British Columbia,BC,31.85,25.09,3.96,0.0,39.1,0.0,GPC,79786
59030,Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest,British Columbia,BC,37.28,44.06,16.17,0.0,1.53,0.96,CPC,68216
59031,Skeena--Bulkley Valley,British Columbia,BC,10.96,47.19,39.34,0.0,1.18,0.0,CPC,44932
59032,South Surrey--White Rock/Surrey-Sud--White Rock,British Columbia,BC,50.5,45.67,2.49,0.0,1.34,0.0,LPC,65527
59033,Surrey Centre/Surrey-Centre,British Columbia,BC,48.01,43.23,6.78,0.0,0.95,0.59,LPC,41454
59034,Surrey Newton,British Columbia,BC,49.45,43.99,6.02,0.0,0.0,0.0,LPC,40975
59035,Vancouver Centre/Vancouver-Centre,British Columbia,BC,55.22,30.28,12.59,0.0,1.4,0.39,LPC,54061
59036,Vancouver East/Vancouver-Est,British Columbia,BC,35.5,17.78,43.65,0.0,1.92,0.58,NDP,57151
59037,Vancouver Fraserview--South Burnaby/Vancouver Fraserview--Burnaby-Sud,British Columbia,BC,52.3,35.68,9.81,0.0,1.27,0.93,LPC,51845
59038,Vancouver Granville,British Columbia,BC,62.12,28.76,7.53,0.0,1.59,0.0,LPC,59577
59039,Vancouver Kingsway,British Columbia,BC,36.64,24.49,37.24,0.0,0.99,0.64,NDP,50446
59040,Vancouver Quadra,British Columbia,BC,63.19,30.37,4.27,0.0,1.84,0.33,LPC,55997
59041,Vernon--Lake Country--Monashee,British Columbia,BC,42.85,50.42,5.09,0.0,1.65,0.0,CPC,67141
59042,Victoria,British Columbia,BC,54.28,16.99,24.91,0.0,3.1,0.37,LPC,75768
59043,West Vancouver--Sunshine Coast--Sea to Sky Country,British Columbia,BC,59.74,32.97,3.22,0.0,3.43,0.48,LPC,64247
60001,Yukon,Yukon,North,53.05,38.52,6.34,0.0,2.09,0.0,LPC,22636
61001,Northwest Territories/Territoires du Nord-Ouest,Northwest Territories,North,53.51,33.31,12.15,0.0,1.03,0.0,LPC,16549
62001,Nunavut,Nunavut,North,36.72,26.02,37.26,0.0,0.0,0.0,NDP,7657
